crisis_name,start_date,end_date,asset,trading_days,mean_daily_return,total_return,std_return,max_drawdown,hit_rate
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,TLT,196,-0.0018284054931483522,-0.29334759598783733,0.01243115239551826,-0.3989145521734754,0.4642857142857143
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,TSLA,196,-0.0016081149245787442,-0.4568003991210241,0.041353706044147155,-0.48926342817724444,0.5
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,USO,196,0.0017598033767419713,0.2936348337855126,0.028250202330752115,-0.9416602823200606,0.5816326530612245
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,UUP,196,0.0008935725889156924,0.18069024088943775,0.005304816172238861,-0.09469569069911687,0.5714285714285714
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLB,196,-0.001218731144620433,-0.22088479027562913,0.015576556922081455,-0.2471635825559676,0.44387755102040816
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLE,196,0.002302533966890472,0.4450409828797419,0.023079744408891385,-0.26043737413797385,0.5510204081632653
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLF,196,-0.001101342484569669,-0.22257956839879478,0.015539554109277407,-0.2580534160015925,0.42346938775510207
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLI,196,-0.0009725132140256591,-0.18206290147387816,0.013768602225454637,-0.2164399932298332,0.45918367346938777
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLK,196,-0.0017991699448843739,-0.3313133507927708,0.02021861660681025,-0.3355907399546826,0.4489795918367347
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLP,196,-0.0005090729349435324,-0.10619291577527834,0.011316493841567006,-0.1630236911333185,0.5153061224489796
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLRE,196,-0.0019134702292673289,-0.3223507561491533,0.015319421677673029,-0.32862893330004406,0.4387755102040816
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLU,196,-0.0005759300857237795,-0.11317219940472123,0.01323481571812057,-0.20715989627895037,0.5102040816326531
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLV,196,-0.0006055165145509221,-0.11584944725058433,0.012286166510505904,-0.1606106091995887,0.47959183673469385
2022 Rate Hike / Inflation Shock,2022-01-03,2022-10-12,XLY,196,-0.001690551716754387,-0.33513552022113424,0.022160857792792678,-0.36127716028851464,0.46938775510204084
