total_assets,advance_count,decline_count,pct_positive_crisis,pct_outperform_spy,pct_low_drawdown,spy_mean_crisis_return,spy_max_drawdown
34,13,21,38.2,70.6,35.3,-0.000409351148555962,-0.551894485120251
